Book Id,Title,Author,Additional Authors,ISBN,Average Rating,Publisher,Binding,Number of Pages,Year Published
31206567,"Descender, Vol. 3: Singularities",Jeff Lemire,Dustin Nguyen,1632158787,4.19,Image Comics,Paperback,128,2016
48611589,"Pomskies: A Complete Guide for the New Owner: Training, Feeding, and Loving your New Pomsky Dog (Second Edition)",David     Anderson,Erin Hotovy,,4,LP Media Inc,Kindle Edition,181,2019
33585545,"Descender, Vol. 4: Orbital Mechanics",Jeff Lemire,"Dustin Nguyen, Steve Wands",1534301933,4.21,Image Comics,Paperback,120,2017
28204537,"Descender, Vol. 2: Machine Moon",Jeff Lemire,"Dustin Nguyen, Steve Wands",1632156768,4.17,Image Comics,Paperback,116,2016
54493401,Project Hail Mary,Andy Weir,,593135202,4.6,Ballantine Books,Hardcover,476,2021
1584069,Lassie: Best Friends Are Forever,Sheila Black,,140368027,4.1,Puffin Books,Paperback,145,1994
22578294,Glitch,Hugh Howey,,,3.89,Broad Reach Publishing,Kindle Edition,15,2014
57445593,The Neil Gaiman at the End of the Universe,Arvind Ethan David,"Neil Gaiman, Jewel Staite",,3.93,,Audible Audio,1,2021
36449535,Columbus Day (Expeditionary Force #1),Craig Alanson,,1520126247,4.26,Independently published,Paperback,271,2017
6185,Wuthering Heights,Emily Brontë,"Richard J. Dunn, Charlotte Brontë, Robert Heindel",,3.87,Norton,Paperback,464,2002
15823480,Anna Karenina,Leo Tolstoy,"Constance Garnett, Aylmer Maude, Louise Maude, Dmitriy Butko, George Gibian",,4.06,Vintage,Paperback,964,2012
6439131,The Outsiders,S.E. Hinton,,,4.1,Laurel-Leaf Books/Dell Publishing,Paperback,156,1968
395003,The Unbearable Lightness of Being,Milan Kundera,Michael Henry Heim,571135390,4.1,Faber & Faber,Paperback,305,2000
25622746,Collected Poems: 1950–2012,Adrienne Rich,Claudia Rankine,393285111,4.56,W. W. Norton  Company,Hardcover,1164,2016
17412470,A Comprehensive Anthology of American Poetry,Conrad Aiken,,,3.17,Modern Library,Hardcover,490,1944
131954,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",Patricia MacLachlan,,590974092,3.78,Scholastic,Paperback,64,1996
822413,"Skylark (Sarah, Plain and Tall, #2)",Patricia MacLachlan,,60233281,3.94,HarperCollins,Hardcover,96,1994
121429,Caleb = Caleb's Story,Patricia MacLachlan,,8427932529,3.93,Lectorum Publications,Paperback,112,2003
8309278,"The Giver (The Giver, #1)",Lois Lowry,,,4.13,HMH Books for Young Readers,Kindle Edition,204,1993
15816557,"Gathering Blue (The Giver Quartet, #2)",Lois Lowry,,547904142,3.81,HMH Books for Young Readers,Paperback,256,2013
13592926,"Messenger (The Giver Quartet, #3)",Lois Lowry,,547995679,3.9,HMH Books for Young Readers,Hardcover,187,2012
11849,The Witch of Blackbird Pond,Elizabeth George Speare,,307257800,3.98,Dell Publishing,Mass Market Paperback,223,1980
1045397,Uncle Tungsten: Memories of a Chemical Boyhood,Oliver Sacks,,676975372,3.98,Vintage Canada,Paperback,352,2002
859118,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,,770422063,4.19,Seal,Mass Market Paperback,276,1996
763588,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,,055321313X,4.26,Bantam Books,Paperback,308,1982
17899904,"Allegiant (Divergent, #3)",Veronica Roth,,62287338,3.62,Katherine Tegen Books,Paperback,526,2013
1140911,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,,525463461,4.06,Dutton Books for Young Readers,Hardcover,177,1999
30122,"The Missing Piece (The Missing Piece, #1)",Shel Silverstein,,60256710,4.24,HarperCollins,Hardcover,112,2006
370493,The Giving Tree,Shel Silverstein,,60256656,4.37,HarperCollins Publishers,Hardcover,64,1964
1432,Hamlet,William Shakespeare,"Barbara A. Mowat, Paul Werstine",,4.03,Washington Square Press,Paperback,342,2003
3974636,Encyclopedia Brown Saves the Day,Donald J. Sobol,,525672109,3.98,Dutton Juvenile,Hardcover,96,1970
2290113,"Encyclopedia Brown Lends a Hand (Encyclopedia Brown, #11)",Donald J. Sobol,,525672184,3.95,Dutton Juvenile,Hardcover,160,1974
43949790,The Bronze Bow,Elizabeth George Speare,,395137195,3.98,HMH Books for Young Readers,Paperback,254,1997
25205337,Heart and Brain: An Awkward Yeti Collection,Nick Seluk,,1449470890,4.33,Andrews McMeel Publishing,Paperback,144,2015
49015373,Revelation Space (The Inhibitor Trilogy Book 1),Alastair Reynolds,,,3.98,Orbit,Kindle Edition,561,2020
12016,"Look to Windward (Culture, #7)",Iain M. Banks,,743421922,4.19,Pocket Books/Simon & Schuster (NY),Paperback,496,2002
12013,"Excession (Culture, #5)",Iain M. Banks,,553575376,4.19,Random House Inc,Mass Market Paperback,500,1998
6271219,Problem Solving 101: A Simple Book for Smart People,Ken Watanabe,渡辺 健介,1591842425,4.11,Portfolio,Hardcover,111,2009
24885533,The Paper Menagerie and Other Stories,Ken Liu,,1481442546,4.38,Gallery / Saga Press,Hardcover,464,2016
59716,To the Lighthouse,Virginia Woolf,,140679239X,3.78,Harvest Books,Paperback,209,1989
162898,A Connecticut Yankee in King Arthur's Court,Mark Twain,,,3.76,Simon  Schuster,Paperback,480,2007
763508,Under Milk Wood,Dylan Thomas,,811202097,4.08,New Directions,Paperback,121,1954
563820,A Child's Christmas in Wales,Dylan Thomas,Trina Schart Hyman,823405656,4.15,Holiday House,Hardcover,48,1985
6619539,Do Not Go Gentle Into That Good Night,Dylan Thomas,,,4.5,,,1,1951
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,,1476733503,4.33,Scribner,Hardcover,592,2016
30971755,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,Jennifer A. Doudna,Samuel H. Sternberg,544716949,4.13,Houghton Mifflin Harcourt,Hardcover,304,2017
4808763,The Last Question,Isaac Asimov,"Bob E. Flick, Jim Gallant",1884214495,4.58,Ziggurat Productions,Audio CD,9,2007
52374,Against Interpretation and Other Essays,Susan Sontag,,312280866,4.13,Picador,Paperback,312,2001
3836,Don Quixote,Miguel de Cervantes Saavedra,"John Rutherford, Roberto González Echevarría",142437239,3.88,Penguin Books,Paperback,1023,2003
92625,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,,886825016,4.39,"Creative Education, Inc.",Hardcover,32,1997
284996,The Complete Stories,Flannery O'Connor,Robert Giroux,,4.4,"Farrar, Straus & Giroux",Paperback,555,1971
41713578,A Good Man is Hard to Find,Flannery O'Connor,,571351816,3.91,Faber & Faber,Paperback,34,2019
77013,As I Lay Dying,William Faulkner,,,3.72,Vintage,Paperback,288,1991
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,,553383043,3.99,,Paperback,183,2004
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,,340837942,4.15,Hodder & Stoughton,Paperback,288,2005
4406,East of Eden,John Steinbeck,,142000655,4.38,Penguin Books,Paperback,601,2002
6800644,Inside the Black Box: The Simple Truth about Quantitative Trading,Rishi K. Narang,,470432063,3.7,John Wiley & Sons,Hardcover,224,2009
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,,380715430,3.91,William Morrow Paperbacks,Paperback,270,1991
7815,The Year of Magical Thinking,Joan Didion,,1400078431,3.88,Vintage,Paperback,227,2007
53121631,Underland: A Deep Time Journey,Robert Macfarlane,,393358097,4.22,W. W. Norton  Company,Paperback,496,2020
36337550,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,,,3.89,Sourcebooks Landmark,Hardcover,432,2018
37738,Freckle Juice,Judy Blume,,9991373764,3.83,,Paperback,40,1988
36454667,"Empire of Silence (Sun Eater, #1)",Christopher Ruocchio,,,4,DAW,Kindle Edition,624,2018
11550559,The Kitchen Counter Cooking School: How a Few Simple Lessons Transformed Nine Culinary Novices into Fearless Home Cooks,Kathleen Flinn,,670023000,4.09,Viking Adult,Hardcover,304,2011
457228,Butcher's Crossing,John  Williams,Michelle Latiolais,1590171985,4.14,New York Review Books,Paperback,274,2007
642241,On Photography,Susan Sontag,,312420099,3.86,Picador,Paperback,224,2001
31578250,October: The Story of the Russian Revolution,China Miéville,,1784782777,3.91,Verso,Hardcover,369,2017
6617037,"Debt: The First 5,000 Years",David Graeber,,1933633867,4.18,Melville House Publishing,Hardcover,534,2011
14948,A Writer's Diary,Virginia Woolf,Leonard Woolf,156027917,4.13,Mariner Books,Paperback,355,2003
539282,Fences (The Century Cycle #6),August Wilson,,452264014,3.89,Plume Books,Paperback,101,1986
25322449,Radio Silence,Alice Oseman,Aysha Kala,,4.16,Harper Collins Children's Books,Paperback,403,2016
1450946,Enchantress from the Stars,Sylvia Engdahl,"Lois Lowry, Leo Dillon, Diane Dillon",802787649,3.95,Walker Childrens,Hardcover,288,2001
54870256,There Is No Antimemetics Division,qntm,Sam  Hughes,,4.37,,Kindle Edition,220,2020
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,Andrew Postman,014303653X,4.13,Penguin Books,Paperback,184,2005
34928122,Artemis,Andy Weir,,553448129,3.67,Crown,Hardcover,305,2017
16066335,Fine Structure,Sam  Hughes,qntm,,4.15,,,223,2010
36315937,The Deepest Blue,Sarah Beth Durst,,,3.94,Harper Voyager,,368,2019
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,,393339750,3.89,W. W. Norton  Company,Paperback,280,2011
54711167,Ten Thousand Light-Years From Home (Penguin Science Fiction),James Tiptree,,,3.62,,Kindle Edition,,2020
17899948,Rebecca,Daphne du Maurier,,316323705,4.23,"Little, Brown and Company",ebook,449,2013
18774964,A Man Called Ove,Fredrik Backman,Henning Koch,1476738017,4.35,Atria Books,Hardcover,337,2014
18007533,One More Thing: Stories and Other Stories,B.J. Novak,,385351836,3.67,Knopf,Hardcover,288,2014
65840,"Anne of Windy Poplars (Anne of Green Gables, #4)",L.M. Montgomery,,808516965,4.04,Turtleback Books,Hardcover,288,1983
135479,Cat's Cradle,Kurt Vonnegut Jr.,,140285601,4.16,Penguin,Paperback,179,1999
20763766,Information Doesn't Want to Be Free: Laws for the Internet Age,Cory Doctorow,"Neil Gaiman, Amanda Palmer",1940450284,4.01,McSweeney's,Hardcover,192,2014
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,,307266303,4.29,Knopf,Hardcover,287,2009
44770129,"Ultralearning: Master Hard Skills, Outsmart the Competition, and Accelerate Your Career",Scott H. Young,,,3.93,HarperBusiness,Kindle Edition,304,2019
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,,345539842,4.48,Del Rey,Hardcover,524,2016
1038873,Think: A Compelling Introduction to Philosophy,Simon Blackburn,,192100246,3.77,"Oxford University Press, USA",Hardcover,296,1999
23282249,"Archivist Wasp (Archivist Wasp Saga, #1)",Nicole Kornher-Stace,,1618730975,3.74,Big Mouth House,Paperback,268,2015
35036409,My Brilliant Friend (The Neapolitan Novels #1),Elena Ferrante,Ann Goldstein,,3.97,Penguin Random House ,Paperback,331,2012
18075234,Challenger Deep,Neal Shusterman,,,4.14,HarperCollins,Kindle Edition,320,2015
2213661,The Graveyard Book,Neil Gaiman,Dave McKean,60530928,4.13,HarperCollins,Hardcover,307,2008
498954,"Addy's Surprise: A Christmas Story (American Girls: Addy, #3)",Connie Rose Porter,,1562470795,4.08,American Girl Publishing Inc,Paperback,88,1993
539304,"Addy Learns a Lesson: A School Story (American Girls: Addy, #2)",Connie Rose Porter,,1562470779,4.08,American Girl,Paperback,88,1993
654258,"Meet Addy: An American Girl (American Girls: Addy, #1)",Connie Rose Porter,,1562470752,4.08,American Girl Publishing Inc,Paperback,69,1993
114689,Peril at King's Creek: A Felicity Mystery (American Girl Mysteries),Elizabeth McDavid Jones,,1593691017,4.1,American Girl Publishing Inc,Paperback,167,2006
664147,"Changes for Felicity: A Winter Story (American Girls: Felicity, #6)",Valerie Tripp,,156247037X,4,American Girl Publishing Inc,Paperback,88,1992
722960,"Felicity Saves the Day: A Summer Story (American Girls: Felicity, #5)",Valerie Tripp,,1562470345,3.9,American Girl Publishing Inc,Paperback,88,1992
664135,"Happy Birthday, Felicity! A Springtime Story (American Girls: Felicity, #4)",Valerie Tripp,,,3.93,American Girl,Paperback,88,1992
716596,"Felicity's Surprise (American Girls: Felicity, #3)",Valerie Tripp,Keith Skeen,1562470108,3.94,American Girl Publishing Inc,Paperback,88,1991
215801,"Felicity Learns a Lesson: A School Story (American Girls: Felicity, #2)",Valerie Tripp,"Dan Andreasen, Luann Roberts, Keith Skeen, LATIMER",1562470078,3.91,American Girl Publishing Inc,Paperback,69,1991
420159,"Meet Felicity: An American Girl (American Girls: Felicity, #1)",Valerie Tripp,"Dan Andreasen, Luann Roberts",,3.9,American Girl,Paperback,69,1991
1126944,"Changes for Josefina: A Winter Story (American Girls: Josephina, #6)",Valerie Tripp,Jean-Paul Tibbles,1562475916,3.91,Pleasant Company Publications,Paperback,70,1998
500828,"Josefina Saves the Day: A Summer Story (American Girls: Josefina, #5)",Valerie Tripp,,1562475894,3.94,American Girl Publishing Inc,Paperback,69,1998
100310,"Happy Birthday, Josefina!: A Springtime Story (American Girls: Josefina, #4)",Valerie Tripp,"Jean-Paul Tibbles, Susan McAliley",1562475878,3.96,American Girl Publishing Inc,Paperback,69,1998
498925,Josefina's Surprise: A Christmas Story (American girls: Josefina #3),Valerie Tripp,"Susan McAliley, Jean-Paul Tibbles",1562475193,3.94,Pleasant Company Publications,Paperback,69,1997
1466360,"Josefina Learns a Lesson: A School Story (American Girls: Josefina, #2)",Valerie Tripp,Susan McAliley,1562475177,3.86,American Girl Publishing Inc,Paperback,70,1997
722946,"Meet Josefina: An American Girl (American Girls: Josefina, #1)",Valerie Tripp,"Jean-Paul Tibbles, Susan McAliley",,3.92,Pleasant Company Publications,Paperback,85,1997
100317,"Happy Birthday, Kit: A Springtime Story (American Girls: Kit, #4)",Valerie Tripp,"Susan McAliley, Walter Rane",1584850221,4.06,American Girl Publishing Inc,Paperback,69,2001
1126942,"Kit's Surprise: A Christmas Story (American Girls: Kit, #3)",Valerie Tripp,,1584850205,3.99,American Girl Publishing Inc,Paperback,71,2000
1126945,"Kit Learns a Lesson: A School Story (American Girls: Kit, #2)",Valerie Tripp,,1584850183,3.96,American Girl Publishing Inc,Paperback,67,2000
692763,"Meet Kit: An American Girl 1934 (American Girls: Kit, #1)",Valerie Tripp,,1584850167,4,American Girl Publishing Inc,Paperback,69,2000
89148,The Stolen Sapphire: A Samantha Mystery (American Girl Mysteries),Sarah Masters Buckey,,1593690991,4.07,American Girl Publishing Inc,Paperback,181,2006
1024525,"Nellie's Promise (American Girls: Samantha, #7)",Valerie Tripp,,1584858907,4,American Girl Publishing Inc,Paperback,85,2004
508208,"Changes for Samantha: A Winter Story (American Girls: Samantha, #6)",Valerie Tripp,Dan Andreasen,937295957,4.04,American Girl,Hardcover,66,1990
508204,"Samantha Saves the Day: A Summer Story (American Girls: Samantha, #5)",Valerie Tripp,"Robert Grace, Nancy Niles, Luann Roberts",937295922,4.08,American Girl Publishing Inc,Hardcover,65,1990
508203,"Happy Birthday Samantha!: A Springtime Story (American Girls: Samantha, #4)",Valerie Tripp,"Robert Grace, Nancy Niles, Jana Fothergill",937295892,4,American Girl Publishing Inc,Hardcover,62,1991
508200,"Samantha's Surprise: A Christmas Story (American Girls: Samantha, #3)",Maxine Rose Schur,"Robert Grace, Nancy Niles",937295868,4.07,American Girl,Hardcover,66,1990
1158510,"Samantha Learns a Lesson: A School Story (American Girls: Samantha, #2)",Susan S. Adler,,937295132,4.08,American Girl Publishing Inc,Paperback,61,1988
200963,"Meet Samantha: An American Girl (American Girl: Samantha, #1)",Susan S. Adler,"Renée Graef, Nancy Niles",937295809,3.99,American Girl,Hardcover,64,1990
698034,Time Out of Joint,Philip K. Dick,,037571927X,3.85,Vintage,Paperback,255,2002
18490619,Friendship,Emily Gould,,374158614,3.06,"Farrar, Straus and Giroux",Hardcover,258,2014
34857255,The Summer List,Amy Mason Doan,,,3.93,Graydon House,Kindle Edition,384,2018
27219742,The Doomed City,Arkady Strugatsky,"Boris Strugatsky, Andrew Bromfield, Dmitry Glukhovsky",1613749937,4.24,Chicago Review Press,Paperback,462,2016
53258232,The Giver of Stars,Jojo Moyes,,399562494,4.27,Penguin Books,Paperback,416,2021
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,,345539826,4.44,Del Rey,ebook,430,2015
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,,765387565,4.3,Tor Books,Hardcover,448,2020
12007,"Use of Weapons (Culture, #3)",Iain M. Banks,,185723135X,4.17,Orbit,Paperback,411,1992
18630,"The Player of Games (Culture, #2)",Iain M. Banks,,61053562,4.27,HarperPrism,Paperback,293,1997
6597651,The Windup Girl,Paolo Bacigalupi,,1597801577,3.74,Night Shade Books,Hardcover,359,2009
20170404,Station Eleven,Emily St. John Mandel,,385353308,4.05,Knopf,Hardcover,333,2014
968997,"Neverness (A Requiem for Homo Sapiens, #0)",David Zindell,,553279033,4.09,Bantam Spectra,Mass Market Paperback,552,1989
68333,"Beggars in Spain (Sleepless, #1)",Nancy Kress,,60733489,3.94,Harper Voyager,Paperback,400,2004
9732197,Sirius,Olaf Stapledon,,575099429,3.89,Gollancz,Paperback,194,2011
92121,Nine Princes in Amber (The Chronicles of Amber #1),Roger Zelazny,Tim          White,380014300,4.05,Avon,Mass Market Paperback,175,1986
6993091,The Dervish House,Ian McDonald,,1616142049,3.86,Pyr,Hardcover,358,2010
54120408,Klara and the Sun,Kazuo Ishiguro,,059331817X,3.91,Knopf,Hardcover,304,2021
8908,World War Z: An Oral History of the Zombie War,Max Brooks,,307346609,4.01,Crown,Hardcover,342,2006
25953369,Hidden Figures,Margot Lee Shetterly,,62363603,3.92,William Morrow Paperbacks,Paperback,349,2016
55714026,"Second Foundation (Foundation, #3)",Isaac Asimov,,,4.25,Spectra,Kindle Edition,304,2004
12753231,"Monument 14 (Monument 14, #1)",Emmy Laybourne,,312569033,3.9,Feiwel & Friends,Hardcover,304,2012
25667918,"Binti (Binti, #1)",Nnedi Okorafor,,765384469,3.92,Tor.com,ebook,96,2015
170448,Animal Farm,George Orwell,"Russell Baker, C.M. Woodhouse",451526341,3.96,Signet Classics,Mass Market Paperback,141,1996
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,,1857231589,4.1,,Paperback,243,2000
50384579,"Lord Valentine's Castle (Lord Valentine, #1)",Robert Silverberg,,1473229227,3.89,Gollancz,Paperback,496,2020
156785,Diaspora,Greg Egan,,3453161815,4.13,Heyne,Paperback,443,2000
35889565,"Attack of the 50 Foot Blockchain: Bitcoin, Blockchain, Ethereum  Smart Contracts",David    Gerard,,,3.97,David Gerard,ebook,,2017
1478958,The Grandmother (Babička),Božena Němcová,"Frances Gregor, Karel Hruška",8072530720,3.34,Vitalis,Paperback,334,2006
32855427,Vattu: The Sword & the Sacrament,Evan Dahm,,,4.42,,Paperback,312,2016
55714000,"Foundation and Empire (Foundation, #2)",Isaac Asimov,,,4.21,Spectra,Kindle Edition,320,2004
349090,Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor,,451452011,4.06,Roc,Mass Market Paperback,298,1992
36465166,The Complete Guide To Pomsky Training: Pomsky training from start to finish,Jake Lang,Pomsky Owners Association,,4.44,,Kindle Edition,174,2017
22584,"Flow My Tears, the Policeman Said",Philip K. Dick,Chris     Moore,1857983416,3.91,Gollancz  ,Paperback,204,2001
40793127,"Foundation (Foundation, #1)",Isaac Asimov,,,4.17,Spectra,Revised edition,Kindle Edition,255
49021976,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,,765326388,4.63,Tor Books,Hardcover,1232,2020
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,,076532637X,4.57,Tor Books,Hardcover,1248,2017
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,,765326361,4.74,Tor Books,Hardcover,1087,2014
48829708,To Sleep in a Sea of Stars,Christopher Paolini,,1250762847,3.82,Tor Books,Hardcover,878,2020
37570546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,,1328662055,4.37,Houghton Mifflin Harcourt,Hardcover,415,2019
18908825,"Mort (Discworld, #4)",Terry Pratchett,,1473200105,4.21,Gollancz ,Hardcover,257,2013
40792913,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,,,4.04,Del Rey,Kindle Edition,544,2018
7767276,Bridge of Clay,Markus Zusak,,385614292,3.8,Doubleday,Hardcover,464,2018
49552,The Stranger,Albert Camus,"Vedat Günyol, Jalal Al-e Ahmad, Matthew  Ward, علی‌اصغر خبره‌زاده",,3.99,Vintage International,Paperback,123,1989
18077769,"Authority (Southern Reach, #2)",Jeff VanderMeer,,374104107,3.52,"Farrar, Straus and Giroux",Paperback,341,2014
3677,Where Angels Fear to Tread,E.M. Forster,,1419193775,3.62,Kessinger Publishing,Paperback,148,2004
1096390,The Uncommon Reader,Alan Bennett,,374280967,3.76,"Farrar, Straus and Giroux",Hardcover,120,2007
52373,Regarding the Pain of Others,Susan Sontag,,141012374,4.06,Penguin,Paperback,117,2004
166350,Stray Birds,Rabindranath Tagore,,1596050179,4.31,Cosimo Classics,Paperback,96,2004
17333223,The Goldfinch,Donna Tartt,,316055433,3.92,"Little, Brown and Company",Hardcover,771,2013
223380,Stories of Your Life and Others,Ted Chiang,,330426648,4.22,Small Beer Press,ebook,281,2010
525304,Star Maker,Olaf Stapledon,,,3.93,Millennium Paperbacks,Paperback,272,1999
43587154,"Jade City (The Green Bone Saga, #1)",Fonda Lee,,316440884,4.08,Orbit,Paperback,560,2018
52578297,The Midnight Library,Matt Haig,,,4.15,Viking,Hardcover,288,2020
397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,,609608444,3.98,Crown Publishers,Hardcover,447,2003
50798,Jude the Obscure,Thomas Hardy,"Patricia Ingham, Dennis Taylor, Jenny Sterlin, Mark Oxford, James Oliver Smith Jr.",486452433,3.81,Dover Publications,Paperback,310,2006
6443834,"1Q84 Book 1 (1Q84, #1)",Haruki Murakami,村上 春樹,4103534222,4.01,Shinchosha/Tsai Fong Books,Hardcover,554,2009
12725,Sing Down the Moon,Scott O'Dell,,440979757,3.75,Laurel Leaf Library,Paperback,124,1997
6444492,A Paradise Built in Hell: The Extraordinary Communities That Arise in Disaster,Rebecca Solnit,,670021075,3.94,Viking Adult,Hardcover,353,2009
840278,"Eon (The Way, #1)",Greg Bear,,812520475,3.89,Tor Science Fiction,Mass Market Paperback,504,1991
632902,Energy: A Beginner's Guide,Vaclav Smil,,1851684522,3.96,Oneworld Publications,Paperback,192,2006
18194,The Cyberiad,Stanisław Lem,"Michael Kandel, Daniel Mróz",156027593,4.17,Harcourt,Paperback,295,2002
43575115,The Starless Sea,Erin Morgenstern,,038554121X,3.85,Doubleday Books,Hardcover,498,2019
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,,345539788,4.23,Del Rey,Hardcover,382,2014
32617610,Sea of Rust,C. Robert Cargill,,1473212782,4.08,Gollancz,Paperback,365,2017
21020588,Kindred,Octavia E. Butler,,1472214811,4.27,Headline,Paperback,295,2014
29101491,The Tetris Effect: The Game that Hypnotized the World,Dan Ackerman,,1610396111,3.62,PublicAffairs,Hardcover,272,2016
58696,David Copperfield,Charles Dickens,Jeremy Tambling,,4,Penguin ,Paperback,882,2004
1215739,Lise Meitner: A Life in Physics,Ruth Lewin Sime,,520208609,4.3,University of California Press,Paperback,540,1997
31250,Little Dorrit,Charles Dickens,"Stephen J. Wall, Helen Small",,3.99,Penguin Classics,Paperback,1021,2003
15644581,Order of Tales,Evan Dahm,,,4.23,,Paperback,792,2012
29588376,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,,,4.26,Spectra,Kindle Edition,752,2006
25837084,The Left Hand of Darkness,Ursula K. Le Guin,,,4.08,Ace,Kindle Edition,320,2000
35924705,"Herding Cats (Sarah's Scribbles, #3)",Sarah Andersen,,1449489788,4.14,Andrews McMeel Publishing,Paperback,112,2018
30754980,"Big Mushy Happy Lump (Sarah's Scribbles, #2)",Sarah Andersen,,1449479618,4.23,Andrews McMeel Publishing,Paperback,128,2017
25855506,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,,1449474195,4.12,Andrews McMeel Publishing,Paperback,112,2016
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,,812550757,4.07,Tor Books,Paperback,382,1994
34927828,The Great Alone,Kristin Hannah,,312577230,4.35,St. Martin's Press,Hardcover,440,2018
9869499,The Ledge: An Adventure Story of Friendship and Survival on Mount Rainier,Jim Davidson,Kevin Vaughan,345523199,3.88,Ballantine Books,Hardcover,288,2011
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,,374104093,3.72,"Farrar, Straus and Giroux",Paperback,195,2014
6393631,"Smile (Smile, #1)",Raina Telgemeier,,545132053,4.26,Scholastic/Graphix,Hardcover,224,2010
259991,The Terrorist,Caroline B. Cooney,,590228544,3.56,Scholastic Paperbacks,Paperback,208,1999
51075314,XX,Rian Hughes,,1419750690,3.89,Harry N. Abrams,Hardcover,992,2020
36205393,Math with Bad Drawings,Ben Orlin,,316509035,4.22,Black Dog  Leventhal,Hardcover,376,2018
38201983,CARL,Hussein Traboulsi,,,4.58,Line Webtoon,Webcomic,,2017
337116,The Difference Engine ,William Gibson,Bruce Sterling,055329461X,3.46,Spectra Books,Paperback,429,1992
40651883,Snow Crash,Neal Stephenson,,,4.02,Spectra,Kindle Edition,559,2003
5152478,Wintergirls,Laurie Halse Anderson,,067001110X,3.96,Viking Books for Young Readers,Hardcover,278,2009
34664204,Vattu: The Tower and the Shadow (Vattu #3),Evan Dahm,,,4.59,,ebook,386,2018
6902644,xkcd: volume 0,Randall Munroe,,615314465,4.33,Breadpig,Paperback,120,2010
20555289,Vattu: The Name & the Mark,Evan Dahm,,,4.36,,Paperback,280,2013
130085,"Nory Ryan's Song (Nory Ryan, #1)",Patricia Reilly Giff,,440418291,3.93,Yearling,Paperback,176,2002
288143,Maggie's Door (Nory Ryan #2),Patricia Reilly Giff,,440415810,3.89,Yearling,Paperback,176,2005
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,,385743564,4.12,Delacorte Press,Hardcover,386,2013
662,Atlas Shrugged,Ayn Rand,Leonard Peikoff,452011876,3.69,Plume,Paperback,1078,1999
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,,553588486,4.44,Bantam,Mass Market Paperback,835,2005
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,,1250153271,3.99,Square Fish,Paperback,218,2017
41817486,A Clockwork Orange,Anthony Burgess,,393341763,3.99,W. W. Norton & Company,Paperback,213,2019
11297,Norwegian Wood,Haruki Murakami,Jay Rubin,375704027,4.03,Vintage Books,Paperback,296,2000
4703581,The City & the City,China Miéville,,345497511,3.9,Del Rey/Ballantine Books,Hardcover,312,2009
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,,030788743X,4.24,Crown Publishers,Hardcover,374,2011
294420,Hoot,Carl Hiaasen,,,3.82,,Paperback,292,
49127718,Anxious People,Fredrik Backman,Neil Smith,,4.25,Atria Books,Hardcover,341,2020
37786022,"Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power of Storytelling",Matthew Dicks,Dan Kennedy,1608685489,4.33,New World Library,Paperback,368,2018
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,,62662597,4.04,Harper Voyager,ebook,531,2018
826845,The Chrysalids,John Wyndham,,140013083,3.93,Penguin Books,Mass Market Paperback,200,1977
